dialogue_id,summary,time_taken,memory_usage
1,Doctor Hawkins advises Person1 to get a yearly check-up and Person2 to quit smoking due to its negative health effects.,0.7767593383789062,87.378359375
2,"Person1 and Person2 discuss their children's vaccinations, with Person2 needing a Tetanus booster. Person1 will check their records and have the nurse administer the booster.",0.4686775493621826,83.49375
3,Person1 lost their keys and asked Person2 for help. Person2 found the keys and offered to help Person1 look for them. Person1 thanked Person2 and Person2 thanked Person1.,0.4686775493621826,83.49375
4,"Person1 and Person2 had a relationship, but Person2 didn't tell Person1 about it. Person1 found out and was upset. They argued about it, and Person2 apologized.",0.4686775493621826,83.49375
5,"Malik, a charming person, asks two women to dance, and they agree. However, when Nikki, one of the women, is hesitant due to foot discomfort, Malik offers to take her friend instead.",0.4686775493621826,83.49375
6,"Person1 and Person2 exchange birthday wishes and gifts, with Person2 receiving a present from Person1.",0.4686775493621826,83.49375
7,"Person1 and Person2 take a ride together, Person1 pays the $10 fare, and Person2 complains about the rate.",0.4686775493621826,83.49375
8,"Judy Liao applied for an accounts assistant position at a local company. She submitted her resume, cover letter, and two letters of recommendation. She also asked if she could help the company with anything else.Person1 is asking Person2 when they will start setting up interviews, while Person2 is unsure about the timeline but believes it will likely start after a week or two as they are still receiving resumes.",0.8532902908325194,191.8638671875
9,"This computer package includes a good CPU, 256 megabytes of RAM, a DVD player, a 15 - inch monitor, and a phone line port for internet access.",0.4686775493621826,83.49375
10,Person1 is looking for the visa office and Person2 is offering to walk them there. Person1 is applying to study English Literature and Person2 is assisting them with the process.,0.7767593383789062,87.378359375
11,"Person1 asks Person2 to run to the store for sugar, oranges, and milk. Person2 agrees and returns with the items.",0.4686775493621826,83.49375
12,"Person1 and Person2 share a photo of their mother in her cap and gown, and Person2 is proud of her achievements. Person1 is happy to have a copy of the photo and wants a slide for their new projector.",0.4686775493621826,83.49375
13,"Person1 received dirty jokes from Person2, which crossed the line from harassment to Person2's inappropriate behavior.",0.4686775493621826,83.49375
14,"Keith is 21 years old, James is a year older but looks younger, their fathers are fine, Keith's father retired last week, and they both want to travel and be active in their retirement.",0.4686775493621826,83.49375
15,"Person1 likes lively music and classical music, while Person2 prefers dance music and classical music. They both agree that listening to music can be relaxing and beneficial for their mental health.Person1 suggests Person2 to listen to classical music for intellectual stimulation and Person2 agrees, but Person1 also suggests Person2 to listen to dance music for liveliness and happiness.",0.8532902908325194,191.8638671875
16,Person1 is confused by Person2's words and is unsure of their intent. Person2 seems to want to help but may also be scolding.,0.7767593383789062,87.378359375
17,"On Valentine's Day, people exchange romantic gifts like roses and chocolate. Young people enjoy the holiday and its associated activities.",0.4686775493621826,83.49375
18,"Person1 and Person2 discuss their triplets' health, Person1's difficulty sleeping, and Person2's lack of sleep due to the babies' crying.",0.4686775493621826,83.49375
19,"Person1 and Person2 discuss ice cream choices, with Person1 liking chocolate and Person2 disliking nuts.",0.7767593383789062,87.378359375
20,"Person1 and Person2 discuss their working arrangement, with Person2 expressing hope to join Person1's team.",0.4686775493621826,83.49375
21,"Person1 and Person2 are in a car, Person1 is getting dressed while driving, Person2 is concerned about Person1's safety, Person1 is concerned about Person2's safety, Person1 is going to change in a restroom, Person2 is going to pull over at a service station for Person1 to change.",0.7767593383789062,87.378359375
22,"Person1 and Person2 need to check in at Air China's counter 30 minutes before take-off, show their ID cards, and have their luggage checked. They also need to open their small bags for inspection. The airline staff will frisk all passengers for security purposes.",0.7767593383789062,87.378359375
23,"Person1 is moving from 8th floor to 6th floor, and the cost depends on the floor, distance, and amount of furniture. Person2 charges 50 % upfront and the rest after the move is complete. There is a damage and compensation clause in the contract.Person2 is advised to check their belongings during moving and report any damages to the company for possible compensation.",0.8532902908325194,191.8638671875
24,"Person1 and Person2 had a past relationship, but they recently stopped seeing each other. Person2 had been feeling suffocated by Person1's constant nagging, and decided to end the relationship. Person1 is now seeing other people and is unsure if they can get back together in the future.",0.4686775493621826,83.49375
25,"Person1 and Person2 discuss their favorite movie, Superbad, and how funny it is. Person2 mentions how their stomach muscles hurt from laughing so much. Person1 says they got the DVD and would love to watch it together.",0.4686775493621826,83.49375
26,"Jimmy and Person2 are in a bar. Jimmy is curious about the security measures, while Person2 is worried about the safety. Jimmy enjoys the tasteful decoration and excellent drinks. Jimmy and Person2 share a drink.Person2 offers to show how and also has a way to get the bartender's attention.",0.8532902908325194,191.8638671875
27,"Person1 asks Person2 if they go to Central Park. Person2 responds that they do. Person1 asks when they'll arrive. Person2 responds that they'll call out the stops. Person1 asks if they should get off at the next stop. Person2 responds that they should wait until they get to the Central Park. Person1 gets off at the next stop, and Person2 continues to call out the stops.",0.4686775493621826,83.49375
28,"Jessica, an employee, is leaving the company due to an offer of a higher salary and better opportunities for promotion. Her boss, Mr. White, is sad to see her go but understands her decision.",0.7767593383789062,87.378359375
29,"Person1 asked if Person2 had any sales experience. Person2 answered that they had worked in sales for nearly two years, primarily establishing business ties with foreign firms. Person1 inquired about their work, and Person2 explained that they visited customers, dispatched consignments, and enjoyed it. Person1 asked when Person2 left the company, and Person2 replied that they left it two months ago due to limited opportunities for self-development. Person1 inquired about why Person2 chose their company, and Person2 mentioned their Northeast connections and the potential for personal and professional growth.",0.5253241825103759,86.30796875
30,"Person1 and Person2 discuss house cleaning and laundry. Person1 suggests doing laundry today, but Person2 prefers to do it later.",0.7767593383789062,87.378359375
31,"Person1 asks if they can take their order, Person2 says they need a little more time. Person1 agrees, Person2 orders steak with peas and carrots, Person1 orders ice cream, and they both order two bottles of beer.",0.5253241825103759,86.30796875
32,"Person1 asks if Person2 wants a leather jacket, Person2 wants a black one, Person1 thinks a black one will suit Person2 better, Person2 wants a leather jacket, Person1 wants to wrap it for Person2, and Person2 wants the leather jacket.",0.5253241825103759,86.30796875
33,"Los Angeles is a popular city with year-round swimming and beautiful beaches, but residents are frustrated by poor air quality.",0.5253241825103759,86.30796875
34,"Person1 suggests narrowing the focus to studios during the 1930s and 40s, and Person2 agrees. Person1 also suggests looking for magazines or newspaper articles.Person1 suggests looking up magazine articles in the Reader's Guide to Periodical Literature, while Person2 plans to start with books and then browse magazines.",0.8532902908325194,191.8638671875
35,"Person1 and Person2 went on a vacation to Paris, where they saw famous sights, took a boat tour, and spent time in cafes. Person2 enjoyed the art museums but overall had a relaxing time.",0.5253241825103759,86.30796875
36,"Person1 is tired of watching TV and wants to go to the cinema. Person2 suggests a horror film, but Person1 is not interested. Person2 offers a perfect movie at a nearby theater, but Person1 is not keen on it. They eventually decide to go downtown and find a movie that suits both of their tastes.Person1 and Person2 discuss a baseball game on television and a movie ad, respectively. Person2 is initially uninterested in the baseball game but changes their mind when Person1 mentions a movie.",0.8532902908325194,191.8638671875
37,"Person1 asks Person2 about their movie, and Person2 shares that they are learning Japanese. Person2 is accepted into a program and is excited but nervous. Person1 is excited and nervous for Person2. Person2 is currently learning Japanese and is looking forward to attending a language class.",0.5253241825103759,86.30796875
38,"Person1 and Person2 went on a camping trip in the mountains. They stayed in a cabin and cooked meals over an open fire. The weather was good, and they met friendly locals. Person1 enjoyed the trip, while Person2 was tired.",0.7767593383789062,87.378359375
39,"Person1 and Person2 had a relationship, but Person2 didn't tell Person1 about it. Person1 is upset that Person2 didn't tell him, and Person2 feels bad for not telling him. They argue and Person1 thinks Person2 is not serious about their relationship.",0.5253241825103759,86.30796875
40,"Person1#: Please make yourselves at home. Let me take your coats. Dinner is almost ready. I hope you brought your appetite. Person2#: Your house is lovely, Armand! Very interesting decor.... very.... Gothic. Person3#: I think it's amazing! You have such good taste, Armand. I'm thinking of re-decorating my house. maybe you could give me a few pointers? Person1#: It would be my pleasure. Please have a seat. Can I offer you a glass of wine? Person3#: We would love some! Person1#: Here you are. A very special merlot brought directly from my home country. It has a unique ingredient which gives it a pleasant aroma and superior flavor Person3#: Mmm... it's delicious! Person2#: It's a bit bitter for my taste. Person3#: Ellen! Ellen! Are you okay",0.7767593383789062,87.378359375
41,"Person1 bought a new dress for $70, which was a bargain. Person2 liked the dress and thought Person1 looked great in it. Person1 is going to a school talk and Person2 is reading a book. Person1 is glad Mike is returning home tomorrow.",0.5253241825103759,86.30796875
42,"Harris will wait for Olivia at the cinema box office at 7:10, while Olivia will be out for lunch at that time.",0.5253241825103759,86.30796875
43,Jim White called to inquire about Doctor Smith's availability. Jim White has been informed that Doctor Smith is not in the office and has gone home for the day.,0.5253241825103759,86.30796875
44,"Person1 is excited about finding a novel in a subway station, and Person2 is happy to share the book. They both plan to put their own books in the station for others to enjoy.",0.4686775493621826,83.49375
45,"Person1 is excited for their upcoming birthday, while Person2 is unsure of what to get them. Person1 wants a car, but Person2 suggests a machine gun instead. Person1 initially wants a dress and purse, but Person2 changes the subject. Person2 is unsure if Person1 wants a daughter.",0.5253241825103759,86.30796875
46,"Person1 and Person2 discuss watching a soap opera, Person2's attraction to the main actor, Person1's preference for documentaries, and Person2's selfishness.",0.7767593383789062,87.378359375
47,Person1 and Person2 agree to meet at the conference center at 4 o'clock and are considering taking the underground due to construction on the highway.,0.434236364364624,95.625625
